Id,Choice
159,0.655434
160,0.396745
161,0.576082
162,0.475960
163,0.618390
164,0.340519
165,0.364752
166,0.809735
167,0.861821
168,1
169,0.201572
170,0.089545
171,0.533166
172,0.401528
173,0.120156
174,0.625116
175,0.163233
176,0.135084
177,0.560671
178,1
179,0.449888
180,1
181,0.559516
182,0.409302
183,0.802254
184,0.233588
185,0.308811
186,0.840412
187,0.435047
188,0.194625
189,0.553463
190,0.957061
191,0.777059
192,0.656268
193,0.040271
194,0.423161
195,0.936543
196,0.977942
197,0.526695
198,1
199,0.806512
200,0.731654
201,0.655714
202,1
203,0.153557
204,0.466071
205,1
206,0.256625
207,0
208,0.891641
209,0.055535
210,0.109127
211,1
212,0.619968
213,0.617611
214,0.770897
215,0.977184
216,0.290652
217,0.769665
218,1
219,0.855765
220,0
221,0.478099
222,0.737709
223,0.472415
224,0.178010
225,0.303305
226,0.636645
227,1
228,0
229,0.833427
230,0.463196
231,0
232,0.046482
233,0.210463
234,0.872764
235,0.547913
236,0.709849
237,0.123672
238,0.461946
239,0.465427
240,0.622138
241,1
242,0.324882
243,0.587647
244,0.776267
245,0.035763
246,0.620963
247,0
248,1
249,0.975543
250,0.600557
251,1
252,0.991010
253,0.414191
254,0.495980
255,0.026868
256,0
257,0.160613
258,0.067520
259,0.446964
260,0.761580
261,0.004854
262,0.911558
263,0.749183
264,1
265,0.901846
266,0.098153
267,0.586470
268,0.145807
269,0.846489
270,0.838199
271,0.408872
272,0.963266
273,0.405593
274,0.089187
275,0.915830
276,0.112649
277,0.949696
278,0.837613
279,0.634100
280,0.399908
281,0.242040
282,0.753574
283,0.756499
284,0.683895
285,0.471607
286,0.600959
287,0.567925
288,0.978878
289,0.604400
290,0.074555
291,0.987573
292,0.736525
293,0.801506
294,0.061761
295,1
296,0.461151
297,0.773330
298,1
299,0.981915
300,0.844675
301,0.015993
302,0.576797
303,0.492158
304,0.184972
305,0.998196
306,0.376924
307,0
308,0.523514
309,0.723695
310,0.014341
311,0.431036
312,0.297249
313,0.258415
314,0.702214
315,0.746127
316,0.804134
317,0.786366
318,0.019023
319,0.443524
320,0.587173
321,0.473071
322,0.600237
323,0.051359
324,0.798842
325,1
326,0.145664
327,0.129394
328,0.567853
329,0.825675
330,0.483063
331,0.181770
332,0.182925
333,0.936180
334,0.013912
335,0.812337
336,0.993008
337,0.536683
338,0.640301
339,0.637677
340,0.793468
341,1
342,0.803973
343,1
344,0
345,0.223854
346,0.203816
347,0.640374
348,0.341318
349,0.426617
350,0.046452
351,0.864355
352,0.511180
353,0.427668
354,0
355,0.397378
356,0.847259
357,0.745944
358,0.721996
359,0.240459
360,1
361,0.479825
362,0.855041
363,0.531934
364,0.024909
365,0.834391
366,0
367,0
368,0.494193
369,0.956731
370,0.971304
371,0.118922
372,0.133184
373,0.836639
374,0.435205
375,0.479046
376,1
377,0.583125
378,0.590702
379,0.082529
380,0.504217
381,0.015107
382,0.566102
383,1
384,0.548380
385,0.098695
386,0.584315
387,0.111252
388,0.357765
389,0.591799
390,0.837691
391,0.615564
392,0.115817
393,0.091410
394,0
395,0.417424
396,0.249319
397,0.623657
398,0.458708
399,0.584292
400,0
401,0.824956
402,0.514556
403,0.224875
404,0.137318
405,0.615432
406,0.980324
407,0.516916
408,1
409,0.643987
410,0
411,0.234508
412,0.567588
413,0.596409
414,0.633057
415,0.505741
416,0.039916
417,0.461223
418,0.007055
419,0.932840
420,0.923132
421,0.385825
422,0.367829
423,0.616809
424,0.059509
425,0.022544
426,0.411738
427,0.348765
428,0.559167
429,0.976933
430,0.667268
431,0.014053
432,0.201286
433,0.906517
434,0.129897
435,0.238143
436,0.867012
437,0.560910
438,0.464484
439,0.120862
440,0.837419
441,0.655129
442,0.608329
443,0.316829
444,0.533214
445,0.681829
446,0.893255
447,0.232160
448,0.495493
449,0.525963
450,0.408302
451,0.399288
452,0.729930
453,0.962569
454,0.505329
455,0.609889
456,0.110889
457,0.230779
458,0.169513
459,0.099680
460,0.338378
461,0.679846
462,0.890508
463,0.522570
464,0.318774
465,0
466,0.050947
467,0.266388
468,0.477374
469,0.922958
470,1
471,0.611723
472,1
473,0.837242
474,0.123015
475,0.344620
476,0
477,0.721581
478,0.799107
479,0.623927
480,0.773330
481,0.878021
482,1
483,0.098721
484,1
485,0.522127
486,0.070558
487,0
488,0.239702
489,0.897852
490,0.637259
491,0.101515
492,0.002833
493,0.995997
494,0.326122
495,0.876931
496,0.828642
497,0.561487
498,0.567150
499,1
500,0.639653
501,0.584801
502,0.332082
503,0.411219
504,0.944296
505,1
506,0.807621
507,0.253835
508,0.918167
509,0.034191
510,0.046381
511,0.287354
512,0.227381
513,0.072424
514,0.538979
515,0.154596
516,0
517,0.021621
518,0.705051
519,1
520,0.290213
521,0.491745
522,0.410565
523,0.940998
524,0.869615
525,0.532218
526,0.451051
527,0.722105
528,0.773173
529,0.938557
530,0.330368
531,0.970683
532,0.909356
533,0.480096
534,0.681035
535,0.012149
536,0.950849
537,0.816529
538,0.398171
539,0.218935
540,0.033960
541,0.090491
542,0.848785
543,0.477952
544,0.920570
545,0.620631
546,0.190857
547,0.386710
548,0.110352
549,0.923475
550,0
551,0
552,0
553,0.519934
554,0.436344
555,0.932748
556,0.035763
557,1
558,0.648992
559,0.963775
560,0.327812
561,0.853836
562,0.257624
563,0.608881
564,0.458426
565,0.801506
566,0.062682
567,0.930607
568,0.377219
569,0
570,0.753765
571,0.826293
572,0.321060
573,1
574,0.215539
575,1
576,0.148634
577,0.030029
578,0.531772
579,0
580,0.838103
581,1
582,0.919354
583,0
584,0.255704
585,0.501192
586,0.877531
587,0.646413
588,0
589,0.079709
590,0.428956
591,0.540056
592,0.312145
593,0.296188
594,0.577713
595,0.815463
596,0.355859
597,0.574516
598,0.665764
599,0.118310
600,0.587105
601,0.414528
602,0.672268
603,0.637422
604,1
605,0
606,0.389466
607,0.466033
608,0.043745
609,0.045678
610,0.644188
611,0.595599
612,0
613,0.519799
614,0.309073
615,0.541884
616,0.647063
617,0.027414
618,0.097461
619,0.414679
620,0.784267
621,0.891641
622,0.051950
623,1
624,0.759077
625,0
626,0.452883
627,0.931227
628,0.155352
629,0.154403
630,0.988995
631,0.583453
632,1
633,0.111496
634,0.186483
635,0.586942
636,0.717301
637,0.133104
638,0.563398
639,1
640,0.038365
641,0.845857
642,0.580155
643,0.091867
644,0.502282
645,0.994456
646,0.747105
647,0.528920
648,0.270627
649,0.829733
650,0.640775
651,0.943279
652,0.375338
653,0.499418
654,0.137010
655,0.035534
656,0.928379
657,0.485492
658,0.432729
659,0
660,0.898457
661,0.455320
662,0.523558
663,0.942745
664,0.534801
665,0.487701
666,0.001185
667,0.094523
668,0.549790
669,0.473236
670,1
671,0.911937
672,0
673,0.038616
674,0.438471
675,0.494242
676,0.098081
677,0.480218
678,0.048216
679,0.425717
680,1
681,0.497826
682,0.352331
683,0.520882
684,0.354769
685,1
686,0.116869
687,0.574049
688,0.413799
689,0.497232
690,0.641100
691,1
692,0.053190
693,0.638412
694,0.717795
695,0.528482
696,0.743130
697,0.704417
698,0.936459
699,0.059918
700,1
701,0.464040
702,0.214153
703,0.619780
704,0.265818
705,0.718978
706,0.036877
707,0.174587
708,0.159790
709,1
710,0.825083
711,0.374307
712,0
713,0.372867
714,0.676070
715,0.006146
716,0.405710
717,1
718,0.882672
719,0.270271
720,0.404199
721,0.770440
722,0.212179
723,0.260420
724,0.027685
725,0.442091
726,0.816365
727,0.158780
728,0.247940
729,0.342179
730,0.488762
731,0.349416
732,0.498010
733,0.738704
734,0.944829
735,0.393128
736,0.682866
737,0.273594
738,0.074583
739,0.070996
740,0.124142
741,0.832355
742,0.986362
743,0.180539
744,0.988763
745,0.610603
746,0.987828
747,0.294158
748,0.147222
749,0.857146
750,0.528972
751,0.276613
752,0.569554
753,0
754,0.445433
755,0.268492
756,0.723359
757,0.540158
758,0.484093
759,0.346471
760,0.948496
761,0.645093
762,0.688612
763,0.612413
764,0.191960
765,0.256888
766,0.469444
767,0.374646
768,0.233300
769,0.942328
770,0.876097
771,0.277405
772,0.184930
773,0
774,0.497748
775,0.115766
776,0.528353
777,0.237081
778,1
779,0.128497
780,0.194777
781,0.998987
782,0.932404
783,0.270618
784,0.502995
785,0.575819
786,0.735570
787,0.518484
788,0.149059
789,0.390901
790,0.597499
791,0.847007
792,0.629871
793,0.054544
794,0.359257
795,0.665227
796,1
797,0.347119
798,0.078743
799,0
800,0.241962
801,0.817545
802,0.477645
803,0
804,0.825247
805,0.376778
806,0.358182
807,0.328729
808,0.877668
809,0.556267
810,0.523131
811,0.382519
812,0.840206
813,0.364136
814,0.926398
815,0.962629
816,0.328953
817,0.951057
818,1
819,0.104614
820,0.300316
821,0.414941
822,0.536120
823,0.918636
824,0
825,0.447542
826,0
827,0.545386
828,0.617682
829,0.432729
830,0.861312
831,0.042557
832,0.704953
833,1
834,0.842834
835,0.367249
836,0.582108
837,1
838,0.923148
839,0.022931
840,0.261351
841,0.383444
842,0.367538
843,0.104069
844,0.310633
845,1
846,1
847,0.629022
848,0
849,0.468413
850,0.483362
851,0.407657
852,0.909177
853,0.991115
854,0.895998
855,0.390180
856,0.463000
857,0.922502
858,0.855872
859,0.557430
860,0.543232
861,0.957581
862,0.354635
863,0.578022
864,0
865,0.539139
866,0
867,0.573155
868,0.977295
869,0.894997
870,0.343601
871,0.858077
872,0
873,0.535568
874,0.895643
875,0.031715
876,1
877,1
878,0.171739
879,1
880,0.587243
881,0.587107
882,0.796530
883,1
884,0.193564
885,1
886,0.426113
887,0.418688
888,0.205399
889,1
890,0.125558
891,0.705178
892,0.388523
893,0.808806
894,0.066066
895,0.769218
896,0.457165
897,0.111094
898,0.029653
899,0
900,0.128985
901,0.356186
902,0.843291
903,0.960268
904,0.778466
905,0.503214
906,0.578899
907,0.465877
908,0.100404
909,0.499035
910,0.946053
911,0.626368
912,0.535607
913,0.859428
914,0.047280
915,0.026347
916,0.194490
917,0.328192
918,0.439991
919,0.655066
920,0.690344
921,0.922759
922,0.070651
923,0.180444
924,0.178718
925,0
926,0.169045
927,0.421414
928,0.782837
929,0.084405
930,0.829279
931,0.119077
932,0.292991
933,0.065416
934,0.575024
935,0.827294
936,0.197511
937,0.393419
938,0.240459
939,1
940,0.275735
941,0.140858
942,1
943,0.419879
944,0
945,0.658458
946,0.358042
947,0.381054
948,0.140340
949,0.042243
950,0.300218
951,0.149185
952,0.840481
953,0.206071
954,0.465877
955,0.148416
956,0.919068
957,0.814342
958,0
959,0.777303
960,0.335079
961,1
962,0.676208
963,1
964,0
965,0.581464
966,0.786617
967,0.860603
968,0.635306
969,0.164617
970,0.861496
971,0.613413
972,0.559635
973,0.521606
974,0.917478
975,0.403286
976,0.053515
977,0.593249
978,0.063186
979,1
980,0.870735
981,0.687389
982,0.270915
983,0.211179
984,0.715115
985,1
986,0.052307
987,0.500336
988,0.418688
989,1
990,0.442729
991,0.556396
992,0.542958
993,0.919396
994,0.102606
995,0.274236
996,1
997,0.885682
998,0.525861
999,0.490569
1000,0.314444
1001,0.978525
1002,0
1003,1
1004,0.328795
1005,0.978524
1006,0.686005
1007,0.429989
1008,1
1009,1
1010,0.907539
1011,1
1012,0.543908
1013,0.545866
1014,0.648366
1015,0.080532
1016,0.999046
1017,0.099672
1018,0.365288
1019,0.929772
1020,0.343807
1021,0.513037
1022,0.095735
1023,0.637047
1024,0.210300
1025,0.879666
1026,0.306498
1027,0.093269
1028,0.001341
1029,0.159340
1030,0.408872
1031,0.167652
1032,0.526902
1033,0.966682
1034,0.639647
1035,0.916561
1036,0.138414
1037,0.591265
1038,1
1039,0.390006
1040,0.436033
1041,0.308271
1042,1
1043,0.482566
1044,0.422672
1045,0.632696
1046,0.717441
1047,0.149158
1048,0.121911
1049,0.726667
1050,0.744763
1051,0.954598
1052,0.458372
1053,0.380898
1054,0.428527
1055,0.055832
1056,0.309253
1057,0.244017
1058,1
1059,0.045956
1060,0.967498
1061,0.766987
1062,0.102593
1063,0.826642
1064,0.618408
1065,0.314364
1066,0.668202
1067,0.677276
1068,0.378189
1069,0.404810
1070,0.800724
1071,0.979057
1072,0.937819
1073,0.133809
1074,0.294004
1075,0.377630
1076,0.665707
1077,0.809237
1078,0.309974
1079,0.006839
1080,0
1081,1
1082,0.419653
1083,0.433528
1084,0.003687
1085,0.204812
1086,0.491564
1087,0.065027
1088,0.591759
1089,0.187830
1090,1
1091,0.406676
1092,0.893913
1093,0.561931
1094,0.690783
1095,0.104069
1096,0.935089
1097,0.647098
1098,1
1099,0.962798
1100,1
1101,0.732529
1102,0.329514
1103,0.784143
1104,1
1105,0.726854
1106,0.071534
1107,0.765143
1108,0.257562
1109,0.232582
1110,0.506412
1111,0.155733
1112,0.428556
1113,0.080339
1114,0.435269
1115,0.232578
1116,0.718110
1117,0
1118,0.326122
1119,0.039102
1120,0.193729
1121,0.824192
1122,0.468423
1123,0.003818
1124,0.657176
1125,0.584479
1126,0.529754
1127,0.506209
1128,0.326960
1129,0.302817
1130,0.259731
1131,0.095735
1132,0.922502
1133,0.070704
1134,1
1135,0.599642
1136,0.024467
1137,0.304913
1138,0.778610
1139,0.915471
1140,0.353555
1141,0.530187
1142,0.367246
1143,0.243237
1144,0.116283
1145,1
1146,1
1147,0.842893
1148,0.454346
1149,0.638249
1150,0.585426
1151,0.361519
1152,0.548492
1153,0.557661
1154,0.405453
1155,0.410403
1156,0.875486
1157,0.241766
1158,0.212304
1159,0.343637
1160,0.810661
1161,0.096878
1162,0.485376
1163,0.222230
1164,0.575690
1165,0.972222
1166,0.086570
1167,0
1168,0.631192
1169,0.436857
1170,0.108121
1171,0.236783
1172,0
1173,0.056324
1174,0.176757
1175,0.883390
1176,0.258264
1177,0.458164
1178,0
1179,0.258574
1180,0.552449
1181,0.832667
1182,0.262580
1183,1
1184,0.378359
1185,0.388188
1186,0.175681
1187,0.341497
1188,0
1189,1
1190,0.050934
1191,0.282372
1192,0.516525
1193,1
1194,0.987740
1195,0.524161
1196,1
1197,0.472778
1198,0.526221
1199,0.868839
1200,0.826900
1201,0.238726
1202,0.106601
1203,1
1204,0.932092
1205,1
1206,0.423666
1207,0.364998
1208,0
1209,0.707893
1210,0.573609
1211,0.095962
1212,0.462798
1213,0.232871
1214,0.142910
1215,0.493751
1216,0.316634
1217,0.822632
1218,0.254771
1219,0.821757
1220,1
1221,0.994698
1222,0.863112
1223,0.617107
1224,0.375624
1225,0.350409
1226,0.730462
1227,0.718626
1228,0.190532
1229,0.733201
1230,0.939025
1231,0.545124
1232,0.604760
1233,0.430616
1234,0.410848
1235,0.488776
1236,0.690542
1237,0
1238,0.167346
1239,0
1240,0.407240
1241,0.005842
1242,0.049936
1243,0.044767
1244,0.619307
1245,0.282642
1246,0.574486
1247,0.655294
1248,0.469171
1249,1
1250,0.714449
1251,0.426680
1252,0.477952
1253,0.454709
1254,0.992080
1255,0.245509
1256,0.879372
1257,1
1258,1
1259,0.813858
1260,0.321525
1261,0.992536
1262,0.133292
1263,0.605927
1264,0.249471
1265,0.320822
1266,0.028121
1267,0.955491
1268,0.134959
1269,0.069196
1270,0.897098
1271,0.287850
1272,0.711166
1273,0.715825
1274,0.563321
1275,0.050496
1276,0.310172
1277,0.777531
1278,0.477141
1279,0.893813
1280,0.709586
1281,0.268273
1282,0.176195
1283,1
1284,0.343052
1285,0.364198
1286,0.864900
1287,0.414453
1288,1
1289,0.245894
1290,0.292657
1291,0.844896
1292,0.062220
1293,0.115971
1294,0.215176
1295,0.932497
1296,1
1297,0.031354
1298,0.304877
1299,0.160380
1300,1
1301,0.132987
1302,0
1303,0.681255
1304,0.285474
1305,0.740866
1306,0.693175
1307,0.484549
1308,0.054624
1309,0.618094
1310,0.115822
1311,0.594895
1312,0.173304
1313,0.009343
1314,0.350221
1315,0.106864
1316,0.951453
1317,1
1318,0.577388
1319,1
1320,0.975926
1321,0.939014
1322,0.735981
1323,0.093660
1324,0.556098
1325,0.144253
1326,0.851146
1327,0.074762
1328,0.196216
1329,0.069280
1330,0.622748
1331,0.058922
1332,1
1333,0.717377
1334,0.958811
1335,0.924690
1336,0.068112
1337,0.813955
1338,0.016740
1339,0.199536
1340,0.633009
1341,0.059957
1342,0.388599
1343,0.123343
1344,0.014654
1345,1
1346,0.649569
1347,0.207430
1348,0.434388
1349,0.644622
1350,1
1351,0.305487
1352,0.321977
1353,0.433496
1354,0.578950
1355,0.311881
1356,0.397563
1357,0.210623
1358,0.847364
1359,0.430734
1360,0.129905
1361,1
1362,0.696556
1363,0.940369
1364,0.452422
1365,0.982914
1366,0.390948
1367,0.834284
1368,0.089689
1369,0.419653
1370,1
1371,0.247127
1372,0
1373,0.842730
1374,0.562398
1375,0.821305
1376,0.892805
1377,0.098206
1378,0.953318
1379,0.824859
1380,0.509990
1381,0.195924
1382,0.327772
1383,0.584518
1384,0.157900
1385,0.041635
1386,0.511667
1387,0.462768
1388,0.564855
1389,1
1390,0.455218
1391,0.211443
1392,0.780002
1393,0.962672
1394,0.246596
1395,0.442457
1396,0.876605
1397,0.550302
1398,0.323184
1399,1
1400,0.486500
1401,0.271010
1402,0.343825
1403,0.558940
1404,0.423484
1405,0.618365
1406,0.862416
1407,0.926529
1408,0.102173
1409,0.232660
1410,1
1411,0.920062
1412,0
1413,0.014341
1414,0.012561
1415,0.423367
1416,1
1417,1
1418,0.365135
1419,0.649273
1420,0.477462
1421,0.462992
1422,0.023957
1423,0
1424,0.435722
1425,1
1426,0.534115
1427,0.701664
1428,0
1429,0.923207
1430,0.657360
1431,0.967602
1432,0.879681
1433,0.130240
1434,0.423008
1435,0.807035
1436,0.750938
1437,0.530089
1438,0.503017
1439,0.773140
1440,0.607295
1441,0.815841
1442,0.303035
1443,0.975898
1444,0.188376
1445,0.971033
1446,0.863510
1447,0.863801
1448,0.604332
1449,0.428089
1450,0.526607
1451,0.049141
1452,0.534399
1453,0.872462
1454,0.036930
1455,0.082166
1456,0.646598
1457,0.560104
1458,0.695692
1459,0.195683
1460,0.323575
1461,0.518561
1462,0.405637
1463,0.512111
1464,0.116498
1465,0.035264
1466,0.599395
1467,0.522832
1468,0.463511
1469,0.911037
1470,0.732917
1471,0.514123
1472,0.263547
1473,0.638471
1474,0.727940
1475,1
1476,0.614123
1477,0.018790
1478,0.813723
1479,0.812815
1480,0.880648
1481,0.616532
1482,0.945754
1483,0.020053
1484,0.946016
1485,0.172213
1486,0.023957
1487,1
1488,0.767441
1489,0.886295
1490,0.577999
1491,0.582096
1492,0.447423
1493,0.668366
1494,0.716325
1495,0.137331
1496,0.672740
1497,0.922815
1498,0.220514
1499,0.847314
1500,0.411211
1501,0.391708
1502,0.160370
1503,0.731557
1504,0.980720
1505,0.814911
1506,0.499975
1507,0.716120
1508,1
1509,0.145117
1510,0.757605
1511,0.243795
1512,0.939745
1513,0.912991
1514,0.492413
1515,0.907645
1516,0.637842
1517,0.463219
1518,0.718977
1519,0.600901
1520,0.775495
1521,0.312700
1522,0.559270
1523,0.991814
1524,0.424304
1525,0.504656
1526,0.730378
1527,0.056593
1528,0.566657
1529,0.947552
1530,0.549909
1531,0.619861
1532,0.596757
1533,0.236173
1534,0.276883
1535,0.646401
1536,0.201126
1537,0
1538,0.582848
1539,1
1540,0.470316
1541,0.672916
1542,0.046919
1543,0.032482
1544,0.907349
1545,0.982898
1546,0.695899
1547,0.444143
1548,0.419603
1549,0.637765
1550,0.023859
1551,0.730959
1552,0.149751
1553,1
1554,0.594506
1555,0.456275
1556,0.018773
1557,0
1558,1
1559,0.433156
1560,0.487593
1561,0.566310
1562,0
1563,0.412925
1564,0.520198
1565,0.203325
1566,0.063796
1567,0.978381
1568,1
1569,0
1570,0.812279
1571,0.833671
1572,0.001881
1573,0.675715
1574,0.515931
1575,0.803252
1576,0.634712
1577,0.068459
1578,0.220098
1579,0.182776
1580,0.357868
1581,0.268764
1582,0.693912
1583,0.771103
1584,0
1585,0.382116
1586,0
1587,0.917478
1588,0.333892
1589,0.502522
1590,0.855135
1591,0.444612
1592,0.845275
1593,0.569511
1594,0.795648
1595,0.145539
1596,0.694950
1597,0.558124
1598,0.781873
1599,0.349866
1600,0.480421
1601,0.088342
1602,1
1603,0.499215
1604,0.905007
1605,0.204084
1606,0.138377
1607,0.634567
1608,0.536567
1609,0
1610,0.865720
1611,0.665234
1612,0.647780
1613,0
1614,0.790039
1615,0.009871
1616,0.396982
1617,0.881377
1618,0.734158
1619,0.877205
1620,0.279268
1621,0.805105
1622,0.140677
1623,0.364745
1624,0.531944
1625,0.444003
1626,0.943806
1627,0.215380
1628,0.857289
1629,0.105329
1630,0.481581
1631,1
1632,0.395047
1633,0.394975
1634,0.468367
1635,1
1636,0.695920
1637,0.015887
1638,0.720113
1639,0.107959
1640,0.403520
1641,0.922196
1642,1
1643,0.447682
1644,0.584678
1645,0.666082
1646,0.984980
1647,0.653834
1648,1
1649,0.479824
1650,0.189905
1651,0
1652,0.907170
1653,0.499666
1654,0.511969
1655,0.856833
1656,0.939824
1657,0.518600
1658,0.630603
1659,0
1660,0.109395
1661,0.747531
1662,0.975631
1663,0
1664,0.945650
1665,1
1666,0.548218
1667,0.252922
1668,0.061534
1669,0.312288
1670,0.360242
1671,0.584550
1672,1
1673,0.475225
1674,0.316347
1675,0.556167
1676,0.436345
1677,0.478556
1678,0.593542
1679,0.734226
1680,0.118156
1681,0.706133
1682,0.927504
1683,0.552112
1684,0.693444
1685,0.337157
1686,0.728545
1687,0.809487
1688,0.176646
1689,0.594575
1690,0.242622
1691,1
1692,0.177339
1693,0.917032
1694,0.343050
1695,0.598293
1696,0.554221
1697,0.100380
1698,0.326926
1699,0.949426
1700,0.613015
1701,0.939003
1702,0.265531
1703,0.586204
1704,1
1705,0.343461
1706,0.364465
1707,0
1708,0.401554
1709,0.477925
1710,0.124983
1711,0.860825
1712,0.290600
1713,0.585310
1714,1
1715,0.513094
1716,0.934969
1717,0.941763
1718,0.504082
1719,0.473427
1720,0.843779
1721,0.303404
1722,0.033200
1723,0.014189
1724,0.093349
1725,0.235951
1726,0.823768
1727,0.261875
1728,0.672740
1729,0.423161
1730,0.645514
1731,0
1732,0.046452
1733,0
1734,0.382709
1735,0.527724
1736,1
1737,0.551446
1738,0.450968
1739,0.201826
1740,0.540691
1741,0.601462
1742,0.844961
1743,0.775012
1744,0.366236
1745,0.545180
1746,0.952238
1747,0.808268
1748,0.361791
1749,0.514157
1750,0.239140
1751,0.611529
1752,0.314569
1753,0.649959
1754,0.443880
1755,0.366014
1756,0.890194
1757,1
1758,0.378650
1759,0.401674
1760,0.375780
1761,0.904056
1762,0.825341
1763,0.354949
1764,0
1765,0.033076
1766,0.929455
1767,0.327347
1768,1
1769,0.600690
1770,0
1771,0.946013
1772,0.570818
1773,0.350782
1774,0.596553
1775,1
1776,0.372867
1777,0.573579
1778,0.591941
1779,0.538811
1780,0
1781,0.357627
1782,0.453311
1783,1
1784,0
1785,0
1786,0.648134
1787,0.332908
1788,0.836471
1789,0.588131
1790,0.533576
1791,0.252156
1792,0.652566
1793,0.761930
1794,0.148991
1795,0.949673
1796,1
1797,0.782606
1798,0.173938
1799,0
1800,0.194369
1801,0.357943
1802,0.980013
1803,0.862970
1804,1
1805,0.298372
1806,0.763276
1807,0.933189
1808,0.735795
1809,0.953287
1810,0.153382
1811,0.523024
1812,0.970255
1813,0.365562
1814,0.779734
1815,0
1816,0.067153
1817,0.118558
1818,0.903097
1819,0.434731
1820,1
1821,0.773321
1822,0.498080
1823,0.202601
1824,0.810271
1825,0.723580
1826,1
1827,0.987828
1828,0.509184
1829,0.300082
1830,0.539255
1831,0.003165
1832,0.323295
1833,0.819742
1834,0.257985
1835,0.104037
1836,0.929987
1837,0.821633
1838,0.412590
1839,0.138577
1840,0.813363
1841,0.957909
1842,0.032541
1843,0.878169
1844,0
1845,1
1846,0.017603
1847,0.656578
1848,0.143818
1849,0
1850,0.691834
1851,0.220798
1852,0.831697
1853,0.134133
1854,0.330238
1855,0.013915
1856,0.412784
1857,0.084322
1858,0.365927
1859,0.112019
1860,1
1861,1
1862,0.492963
1863,0.734345
1864,0.563512
1865,0.950694
1866,0.236080
1867,0.430688
1868,0
1869,1
1870,0.153878
1871,0.887147
1872,0.178315
1873,0.469058
1874,0.215598
1875,0.902519
1876,0.200280
1877,0.466762
1878,0.023416
1879,0.004369
1880,0.293304
1881,0.689087
1882,0.154350
1883,0.433208
1884,0.310745
1885,0.047775
1886,0.970614
1887,0.489048
1888,0.257840
1889,0.130129
1890,0.475037
1891,0.662425
1892,0.512290
1893,0.055937
1894,0.667504
1895,0.658501
1896,0.122954
1897,0.426788
1898,1
1899,0.771063
1900,0.441452
1901,0.584157
1902,0.167071
1903,0.183475
1904,0
1905,0.093908
1906,0.684117
1907,0.636532
1908,0.194654
1909,0.705046
1910,0.080350
1911,0.296976
1912,0.444895
1913,0.382532
1914,0.455881
1915,0.280147
1916,0.288131
1917,0.624838
1918,0.483244
1919,0
1920,0.105042
1921,0.542667
1922,0.491825
1923,0.153890
1924,0.572690
1925,0
1926,0.157723
1927,0.258047
1928,0.712269
1929,0.992519
1930,1
1931,0.569987
1932,0.947042
1933,0.923124
1934,0.504730
1935,0.644745
1936,0.984980
1937,1
1938,0.516748
1939,0.536945
1940,0.723104
1941,0.969787
1942,0.160305
1943,0.887136
1944,0.101416
1945,0.628234
1946,0.558861
1947,1
1948,0
1949,0.104846
1950,0.406601
1951,0.536708
1952,0.423484
1953,0
1954,0.639768
1955,0.495940
1956,0.406678
1957,0.882316
1958,0.151867
1959,0.409136
1960,0.737673
1961,0
1962,0.322209
1963,0.512872
1964,0.659763
1965,0
1966,0.082511
1967,0.890126
1968,0.504443
